country,role,name
Equatorial Guinea,Min. of State in Charge of External Security,Juan-Antonio BIBANG Nchuchuma
Equatorial Guinea,Min. of State in Charge of Missions,Alejandro EVUNA Owono Asangono
Equatorial Guinea,Min. of State in Charge of Presidential Security,Antonio Mba NGUEMA Mikue
Equatorial Guinea,Min. of State in Charge of Regional Integration,Baltasar Engonga EDJO
Equatorial Guinea,"Min. of Transports, Telecommunications, & Mail",Eucario Bakale ANGUE
Equatorial Guinea,"Permanent Representative to the UN, New York",Anatolio NDONG MBA
Equatorial Guinea,Pres.,"Teodoro OBIANG Nguema Mbasogo, Brig. Gen. (Ret.)"
Equatorial Guinea,Prime Min.,Francisco Pascual Eyegue OBAMA Asue
Equatorial Guinea,Second Vice Prime Min. in Charge of Parliamentary Relations & Judicial Affairs,Angel MASIE Mibuy
Equatorial Guinea,Third Vice Prime Min. in Charge of Human Rights,Alfonso Nsue MOKUY
Equatorial Guinea,Vice Pres.,"Teodoro ""Teodorin"" Nguema OBIANG Mangue"
Eritrea,"Charge d'Affaires, Embassy, Washington",BERHANE Gebrehiwet Solomon
Eritrea,"Governor, Bank of Eritrea (Acting)",KIBREAB Woldemariam
Eritrea,Min. of Agriculture,AREFAINE Berhe
Eritrea,Min. of Defense,SEBHAT Ephrem
Eritrea,Min. of Education,SEMERE Russom
Eritrea,Min. of Energy & Mines,AHMED Hajj Ali
Eritrea,Min. of Finance,BERHANE Abrehe
Eritrea,Min. of Foreign Affairs,OSMAN Saleh Mohammed
Eritrea,Min. of Health,AMINA Nurhussein
Eritrea,Min. of Information,ALI Abdu
Eritrea,Min. of Justice,FOZIA Hashim
Eritrea,Min. of Labor & Human Welfare,SALMA Hassen
Eritrea,"Min. of Land, Water, & Environment",TESFAI Ghebreselassie
Eritrea,Min. of Maritime Resources,SALEH Meki
Eritrea,Min. of National Development,"GHIORGHISH Teklemichael, Dr."
Eritrea,Min. of Public Works,ABRAHA Asfaha
Eritrea,Min. of Tourism,ASKALU Menkerios
Eritrea,Min. of Transport & Communications,WOLDENKIEL Abraha
Eritrea,"Permanent Representative to the UN, New York",GIRMA Asmerom Tesfay
Eritrea,Pres.,ISAIAS Afworki
Estonia,Ambassador to the US,Lauri LEPIK
Estonia,"Governor, Bank of Estonia",Ardo HANSSON
Estonia,Min of Public Admin.,Jaak AAB
Estonia,Min. of Culture,Indrek SAAR
Estonia,Min. of Defense,Juri LUIK
Estonia,Min. of Economic Affairs & Infrastructure,Kadri SIMSON
Estonia,Min. of Education & Research,Mailis REPS
Estonia,Min. of Entrepreneurship & Information Technology,Urve PALO
Estonia,Min. of Environment,Siim KIISLER
Estonia,Min. of Finance,Toomas TONISTE
Estonia,Min. of Foreign Affairs,Sven MIKSER
Estonia,Min. of Health & Labor,Jevgeni OSSINOVSKI
Estonia,Min. of Justice,Urmas REINSALU
Estonia,Min. of Rural Affairs,Tarmo TAMM
Estonia,Min. of Social Protection,Kaia IVA
Estonia,Min. of the Interior,Andres ANVELT
Estonia,"Permanent Representative to the UN, New York",Sven JURGENSON
Estonia,Pres.,Kersti KALJULAID
Estonia,Prime Min.,Juri RATAS
Eswatini,Ambassador to the US,Njabuliso Busisiwe Sikulile GWEBU
Eswatini,Dep. Prime Min.,Themba MASUKU
Eswatini,"Governor, Central Bank",Majozi SITHOLE
Eswatini,King,MSWATI III
Eswatini,Min. of Agriculture,Jabulani MABUZA
Eswatini,"Min. of Commerce, Industry, & Trade",Manqoba KHUMALO
Eswatini,Min. of Economic Planning & Development,Tambo GINA
Eswatini,Min. of Education & Training,Lady Howard MABUZA
Eswatini,Min. of Finance,Neal RIJKENBERG
Eswatini,Min. of Foreign Affairs & Intl. Cooperation,Thuli DLADLA
Eswatini,Min. of Health,Lizzie NKOSI
Eswatini,Min. of Home Affairs,"LINDIWE, Princess"
Eswatini,Min. of Housing & Urban Development,"SIMELANE, Prince"
Eswatini,"Min. of Information, Communication, & Technology","SIKHANYISO, Princess"
Eswatini,Min. of Justice & Constitutional Affairs,Pholile SHAKANTU
Eswatini,Min. of Labor & Social Security,Makhosi VILAKATI
Eswatini,Min. of Natural Resources & Energy,Peter BHEMBE
Eswatini,Min. of Public Service,Christian NTSHANGASE
Eswatini,Min. of Public Works & Transport,"Ndlaluhlaza NDWANDWE, Chief"
Eswatini,"Min. of Sports, Culture, & Youth Affairs",Harries Madze BULUNGA
Eswatini,Min. of Tinkhundla Admin. & Development,David Cruiser NGCAMPHALALA
Eswatini,Min. of Tourism & Environmental Affairs,Moses VILAKATI
Eswatini,"Permanent Representative to the UN, New York",Zwelethu MNISI
Eswatini,Prime Min.,Ambrose Mandvulo DLAMINI
Ethiopia,Ambassador to the US,KASSA Tekleberhan
Ethiopia,Dep. Prime Min.,DEMEKE Mekonnen Hassen
Ethiopia,"Governor, National Bank of Ethiopia",TEKLEWOLD Atnafu
Ethiopia,Min. of Agriculture,Oumer HUSSEIN
Ethiopia,Min. of Cabinet Affairs,ALEMAYEHU Tegenu
Ethiopia,Min. of Communication & Information Technology,UBAH Mohammed Huessin
Ethiopia,Min. of Culture & Tourism,HIRUT Kassaw
Ethiopia,Min. of Defense,Aysha MOHAMMED
Ethiopia,Min. of Education,TILAYE Getie
Ethiopia,Min. of Federal & Pastoralist Development Affairs,KEBEDE Chane
Ethiopia,Min. of Finance & Economic Cooperation,Tito MBOWENI
Ethiopia,Min. of Foreign Affairs,WORKNEH Gebeyehu
Ethiopia,Min. of Health,AMIR Aman
Ethiopia,Min. of Innovation & Technology,GETAHUN Mekuria
Ethiopia,Min. of Justice,BERHANU Tsegaye
Ethiopia,Min. of Labor & Social Affairs,ERGOGE Tesfaye
Ethiopia,Min. of Mines & Petroleum,Samuel HURKO
Ethiopia,Min. of Peace,MUFERIAT Kamil
Ethiopia,Min. of Public Enterprises Development,TESHOME Toga
Ethiopia,Min. of Revenue,ADANECH Abebe
Ethiopia,Min. of Science & Higher Education,HIRUT Woldemariam
Ethiopia,Min. of Trade & Industry,FETLEWORK Gebregziabher
Ethiopia,Min. of Transport,DAGMAWIT Moges
Ethiopia,Min. of Urban Development & Construction,JANTRAR Abay Yigzaw
Ethiopia,"Min. of Water, Irrigation, & Electricity",SILESHI Bekele
Ethiopia,"Min. of Women, Children, & Youth Affairs",YALEM Tsegaye Assefa
Ethiopia,Min. of Youth and Sports,RISTU Yirdaw
Ethiopia,"Permanent Representative to the UN, New York",TAYE Atske Selassie
Ethiopia,Pres.,SAHLE-WORK Zewde
Ethiopia,Prime Min.,ABIY Ahmed
Fiji,"Acting Governor & Dep. Governor, Reserve Bank",Faizul Ariff ALI
Fiji,Ambassador to the US,Naivakararurubalavu SOLO MARA
Fiji,Attorney Gen.,Aiyaz SAYED-KHAIYUM
Fiji,Dep. Prime Min.,Aiyaz SAYED-KHAIYUM
Fiji,"Min. for Agriculture, Rural & Maritime Development, Environment, & Waterways",Mahendra REDDY
Fiji,Min. for Defense & National Security,Inia SERUIRATU
Fiji,"Min. for Economy, Public Enterprises, Public Service, & Communications",Aiyaz SAYED-KHAIYUM
Fiji,"Min. for Education, Heritage, & Arts",Rosy Sofia AKBAR
Fiji,"Min. for Employment, Productivity, Industrial Relations, Youth, & Sports",Parveen KUMAR Bala
Fiji,Min. for Fisheries,Semi KOROILAVESAU
Fiji,Min. for Foreign Affairs,"Josaia Voreqe BAINIMARAMA, RAdm. (Ret.)"
Fiji,Min. for Forestry,Osea NAIQAMU
Fiji,Min. for Health & Medical Services,"Ifereimi WAQAINABETE, Dr."
Fiji,"Min. for Industry, Trade, Tourism, Local Govt., Housing, & Community Development",Premila KUMAR
Fiji,"Min. for Infrastructure, Transport, Disaster Management, & Meteorological Services",Jone USAMATE
Fiji,Min. for Lands & Mineral Resources,Ashneel SUDHAKAR
Fiji,Min. for Sugar Industry,"Josaia Voreqe BAINIMARAMA, RAdm. (Ret.)"
Fiji,Min. for Taukei Affairs,"Josaia Voreqe BAINIMARAMA, RAdm. (Ret.)"
Fiji,"Min. for Women, Children, & Poverty Alleviation",Mereseini VUNIWAQA
Fiji,"Permanent Representative to the UN, New York",Peter THOMSON
Fiji,Pres.,"Jioji KONROTE, Maj. Gen. (Ret.)"
Fiji,Prime Min.,"Josaia Voreqe BAINIMARAMA, RAdm. (Ret.)"
Finland,Ambassador to the US,Kirsti Helena KAUPPI
Finland,Dep. Prime Min.,Timo SOINI
Finland,"Governor, Bank of Finland",Olli REHN
Finland,"Min. for European Affairs, Sports, & Culture",Sampo TERHO
Finland,Min. for Foreign Affairs,Timo SOINI
Finland,Min. for Foreign Trade & Development,Anne-Mari VIROLAINEN
Finland,Min. of Agriculture & Forestry,Jari LEPPA
Finland,Min. of Defense,Jussi NIINISTO
Finland,Min. of Economic Affairs,Mika LINTILA
Finland,Min. of Education,Sanni GRAHN-LAASONEN
Finland,Min. of Employment,Jari LINDSTROM
Finland,Min. of Family Affairs & Social Services,Mannika SAARIKKO
Finland,Min. of Finance,Petteri ORPO
Finland,Min. of Interior,Kai MYKKANEN
Finland,Min. of Justice,Antti HAKKANEN
Finland,Min. of Local Government & Reform,Anu VEHVILAINEN
Finland,Min. of Social Affairs & Health,Pirkko MATTILA
Finland,Min. of Transport & Communications,Anne BERNER
Finland,Min. of the Environment,Kimmo TIILIKAINEN
Finland,"Permanent Representative to the UN, New York",Kai Jurgen Mikael SAUER
Finland,Pres.,Sauli NIINISTO
Finland,Prime Min.,Juha SIPILA
France,Ambassador to the US,Gerard ARAUD
France,"Governor, Bank of France",Francois VILLEROY de Galhau
France,"Min. for Disabled People, Supporting the Prime Min.",Sophie CLUZEL
France,Min. for Europe & Foreign Affairs,Jean-Yves LE DRIAN
France,"Min. for European Affairs, Supporting the Min. for Europe & Foreign Affairs",Nathalie LOISEAU
France,"Min. for Gender Equality, Supporting the Prime Min.",Marlene SCHIAPPA
France,"Min. for Local Authorities, Supporting the Min. of Territorial Cohesion & Relations With Local Authorities",Sebastien LECORNU
France,Min. for Overseas France,Annick GIRARDIN
France,"Min. for Relations With Parliament, Supporting the Prime Min.",Marc FESNEAU
France,Min. for Solidarity & Health,Agnes BUZYN
France,"Min. for Transport, Supporting the Min. of the Ecological & Inclusive Transition",Elisabeth BORNE
France,"Min. for Urban Affairs and Housing, Supporting the Min. of Territorial Cohesion & Relations With Local Authorities",Julien DENORMANDIE
France,Min. of Agriculture & Food,Didier GUILLAUME
France,Min. of Culture,Franck RIESTER
France,Min. of Economy & Finance,Bruno LE MAIRE
France,"Min. of Higher Education, Research, & Innovation",Frederique VIDAL
France,Min. of Justice & Keeper of the Seals,Nicole BELLOUBET
France,Min. of Labor,Muriel PENICAUD
France,Min. of National Education & Youth,Jean-Michel BLANQUER
France,Min. of Public Action & Accounts,Gerald DARMANIN
France,Min. of Sport,Roxana MARACINEANU
France,Min. of Territorial Cohesion & Relations With Local Authorities,Jacqueline GOURAULT
France,Min. of the Armed Forces,Florence PARLY
France,Min. of the Ecological & Inclusive Transition & Min. of State,Francois de RUGY
France,Min. of the Interior,Christophe CASTANER
France,"Min., Supporting the Min. for Europe & Foreign Affairs",Jean-Baptiste LEMOYNE
France,"Min., Supporting the Min. of Economy & Finance",Benjamin GRIVEAUX
France,"Min., Supporting the Min. of the Armed Forces",Genevieve DARRIEUSSECQ
France,"Min., Supporting the Min. of the Interior",Jacqueline GOURAULT
France,"Permanent Representative to the UN, New York",Francois DELATTRE
France,Pres.,Emmanuel MACRON
France,Prime Min.,Edouard PHILIPPE
Gabon,Ambassador to the US,Michael MOUSSA-ADAMO
Gabon,Dep. Prime Minister,Bruno Ben MOUBAMBA
Gabon,Junior Min. to the Dep. Prime Min. & the Min. of Urban Development in Charge of Housing,Edwige ESSOUKOU
Gabon,Junior Min. to the Min. for the Promotion of Private Investments in Charge of Tourism and Industry,Irene LINDZONDZO
Gabon,Junior Min. to the Min. of Agriculture in Charge of Agribusiness,Francoise ASSENGONE OBAME
Gabon,Junior Min. to the Min. of Budget in Charge of Public Finance,Guy-Maixent MAMIAKA
Gabon,Junior Min. to the Min. of Digital Economy & Communication in Charge of Culture and Arts,Olivier KOUMBA MBOUMBA
Gabon,Junior Min. to the Min. of Economy in Charge of Planning and Development Programming,Noel MBOUMBA
Gabon,Junior Min. to the Min. of Foreign Affairs in Charge of Regional Integration and Gabonese Living Abroad,Calixte NSIE EDANG
Gabon,Junior Min. to the Min. of Interior in Charge of Decentralization and Local Development,Lucienne OGOUWALANGA AWORE
Gabon,Junior Min. to the Min. of Labor in Charge of Technical and Vocational Training,Patricia TAYE
Gabon,Junior Min. to the Min. of National Education in Charge of Primary Education,Lucie AKALANE
Gabon,Junior Min. to the Min. of the Forestry Economy in Charge of Fisheries,Chantal MEBALE
Gabon,Junior Minister to the Min. of Budget in Charge of Budget and Pension Funding,Edgar Anicet MBOUMBOU-MIYAKOU
Gabon,Min. for Equal Opportunities,Blaise LOUEMBE
Gabon,Min. for Relations With the Institutions in Charge of Political Dialogue,Francis NKEA
Gabon,Min. for State Reform,Joel PONO OPAPE
Gabon,"Min. for the Civil Service, Admin. Reform, & Modernization of Legal Framework & Institutions",Jean-Marie OGANDAGA
Gabon,"Min. for the Promotion of Private Investments, Commerce, Tourism, & Industry",Madeleine BERRE
Gabon,Min. of Agriculture & Livestock,Yves Fernand MANFOUMBI
Gabon,Min. of Budget & Public Finance,Mathias OTOUNGA OSSIBADJOUO
Gabon,"Min. of Digital Economy, Communication, & Culture and Arts & Government Spokesperson",Alain-Claude BILIE-BY-NZE
Gabon,"Min. of Economy, Planning, & Development Programming",Regis IMMONGAULT TATAGANI
Gabon,Min. of Energy & Water Resources,Guy-Bertrand MAPANGOU
Gabon,"Min. of Family & Social Affairs, Social Insurance, and National Solidarity",Paul BIYOGHE MBA
Gabon,"Min. of Foreign Affairs, Francophonie, and Regional Integration in charge of Gabonese Living Abroad",Pacome MOUBELET BOUBEYA
Gabon,"Min. of Forestry Economy, Fisheries & the Environment in Charge of the Protection & Sustainable Management of Ecosystems",Estelle ONDO
Gabon,"Min. of Higher Education, Scientific Research, & Training of Officials",Denise MEKAM'NE
Gabon,"Min. of Infrastructure, Public Works, & Territorial Development",Jean-Pierre OYIBA
Gabon,"Min. of Interior, Security, & Public Hygiene in Charge of Decentralization, and Local Development",Lambert MATHA
Gabon,"Min. of Justice, Human Rights, & Keeper of the Seals",Alexis BOUTAMBA
Gabon,"Min. of Labor, Employment, Technical and Vocational Training, & Youth Integration",Eloi NZONDO
Gabon,Min. of Mines,Christian MAGNAGNA
Gabon,Min. of National & Civic Education,Florentin MOUSSAVOU
Gabon,Min. of Oil & Hydrocarbons,Pascal HOUANGNI AMBOUROUE
Gabon,Min. of Public Health & Population,Leon NZOUBA
Gabon,Min. of Public Service,Jean-Marie OGANDAGA
Gabon,Min. of Small & Medium-Size Enterprises in Charge of National Entrepreneurship,Biendi MAGANGA MOUSSAVOU
Gabon,Min. of State,Alain-Claude BILIE-BY-NZE
Gabon,Min. of State,Denise MEKAM'NE
Gabon,Min. of State,Francis NKEA
Gabon,Min. of State,Guy-Bertrand MAPANGOU
Gabon,Min. of State,Jean-Pierre OYIBA
Gabon,Min. of State,Pacome MOUBELET BOUBEYA
Gabon,Min. of State,Paul BIYOGHE MBA
Gabon,Min. of Transport & Logistics,Flavienne MFOUMOU ONDO
Gabon,Min. of Urban Development & Housing,Bruno Ben MOUBAMBA
Gabon,Min. of Youths & Sports,Nicole ASSELE
Gabon,"Permanent Representative to the UN, New York",Michel Xavier BIANG
Gabon,Pres.,Ali BONGO Ondimba
Gabon,Prime Min.,Emmanuel ISSOZE-NGONDET
Gabon,Sec. Gen. at the Presidency of the Republic in Charge of National Defense,Etienne MASSARD KABINDA MAKAGA
"Gambia, The",Ambassador to the US,Dawda FADERA
"Gambia, The",Min. of Agriculture,Lamin DIBBA
"Gambia, The",Min. of Basic & Secondary Education,Claudiana COLE
"Gambia, The",Min. of Defense,Yahya JAMMEH
"Gambia, The",Min. of Finance & Economic Affairs,Mambury NJIE
"Gambia, The","Min. of Fisheries, Water Resources, & National Assembly Matters",James GOMEZ
"Gambia, The","Min. of Foreign Affairs, Intl. Cooperation, & Gambians Abroad",Mamadou TANGARA
"Gambia, The","Min. of Forestry, Environment, Climate Change, & Natural Resources",Lamin DIBBA
"Gambia, The",Min. of Health & Social Welfare,Isatou TOURAY
"Gambia, The","Min. of Higher Education, Research, Science, & Technology",Badara JOOF
"Gambia, The",Min. of Information & Communication Infrastructure,Ebrima SILLAH
"Gambia, The",Min. of Justice & Attorney Gen.,Abubacarr TAMBADOU
"Gambia, The",Min. of Lands & Regional Govt.,Musa DRAMMEH
"Gambia, The",Min. of Petroleum & Energy,Fafa SANYANG
"Gambia, The",Min. of Tourism & Culture,Hamat BAH
"Gambia, The","Min. of Trade, Industry, Regional Integration, & Employment",Amadou SANNEH
"Gambia, The","Min. of Transport, Works, & Infrastructure",Bai Lamin JOBE
"Gambia, The",Min. of Youth & Sports,Hadrammeh SIDIBEH
"Gambia, The",Min. of the Interior,Ebrima MBALLOW
"Gambia, The","Permanent Representative to the UN, New York",Lang YABOU
"Gambia, The",Pres.,Adama BARROW
"Gambia, The",Vice Pres. & Min. of Women's Affairs,Ousainou DARBOE
Georgia,Ambassador to the US,Davit BAKRADZE
Georgia,"Chmn., National Bank",Koba GVENETADZE
Georgia,Dep. Prime Min.,Giorgi GAKHARIA
Georgia,Dep. Prime Min.,Maia TSKITISHVILI
Georgia,Dir. of State Security Service,Vakhtang GOMELAURI
Georgia,Min. of Defense,Levan IZORIA
Georgia,Min. of Economy & Sustainable Development,Giorgi KOBULIA
Georgia,"Min. of Education, Science, Culture, & Sports",Mikheil BATIASHVILI
Georgia,Min. of Environment Protection & Agriculture,Levan DAVITASHVILI
Georgia,Min. of Finance,Ivane MACHAVARIANI
Georgia,Min. of Foreign Affairs,Davit ZALKALIANI
Georgia,Min. of Internal Affairs,Giorgi GAKHARIA
Georgia,"Min. of Internally Displaced Persons From the Occupied Territories, Labor, Health, & Social Affairs",Davit SERGEENKO
Georgia,Min. of Justice & Corrections,Tea TSULUKIANI
Georgia,Min. of Regional Development & Infrastructure,Maia TSKITISHVILI
Georgia,"Permanent Representative to the UN, New York",Kakha IMNADZE
Georgia,Pres.,Giorgi MARGVELASHVILI
Georgia,Prime Min.,Mamuka BAKHTADZE
Georgia,"Sec., National Security Council",Davit RAKVIASHVILI
Georgia,Speaker of Parliament,Irakli KOBAKHIDZE
Georgia,State Min. for Reconciliation & Civic Equality,Ketevan TSIKHELASHVILI
Germany,Ambassador to the US,Emily Margarethe HABER
Germany,Chancellery Chief,Helge BRAUN
Germany,Chancellor,Angela MERKEL
Germany,Fed. Pres.,Frank-Walter STEINMEIER
Germany,Min. for Economic Cooperation & Development,Gerd MUELLER
Germany,Min. for Economics & Energy,Peter ALTMAIER
Germany,Min. for Education & Research,Anja KARLICZEK
Germany,"Min. for Family, Seniors, Women, & Youth",Franziska GIFFEY
Germany,Min. for Food & Agriculture,Julia KLOECKNER
Germany,Min. for Health,Jens SPAHN
Germany,Min. for Labor & Social Affairs,Hubertus HEIL
Germany,Min. for Transportation & Digital Infrastructure,Andreas SCHEUER
Germany,"Min. for the Environment, Nature Conservation, & Reactor Security",Svenja SCHULZE
Germany,Min. of Defense,Ursula VON DER LEYEN
Germany,Min. of Finance,Olaf SCHOLZ
Germany,Min. of Foreign Affairs,Heiko MAAS
Germany,"Min. of Interior, Building, & Homeland",Horst SEEHOFER
Germany,Min. of Justice & Consumer Protection,Katarina BARLEY
Germany,"Permanent Representative to the UN, New York",Christoph HEUSGEN
Germany,"Pres., Bundesbank",Jens WEIDMANN
Germany,Vice Chancellor,Olaf SCHOLZ
Ghana,Ambassador to the US,Barfour ADJEI-BARWUAH
Ghana,"Governor, Bank of Ghana",Henry Kofi WAMPAH
Ghana,Min. of Aviation,Cecelia DAPAAH
Ghana,Min. of Business Development,Ibrahim Awal MOHAMMED
Ghana,Min. of Chieftaincy & Traditional Affairs,Samuel Kofi DZAMESI
Ghana,Min. of Communications,Ursula OWUSU-EKUFUL
Ghana,Min. of Defense,Dominic NITIWAUL
Ghana,Min. of Education,Mathew Opoku PREMPEH
Ghana,Min. of Employment & Labor Relations,Ignatius Baffour AWUAH
Ghana,Min. of Energy & Petroleum,Boakye AGYARKO
Ghana,"Min. of Environment, Science, Technology, & Innovation",Dan BOTWE
Ghana,Min. of Finance & Economic Planning,Ken Ofori ATTA
Ghana,Min. of Fisheries & Aquaculture Development,Elizabeth Naa Afoley QUAYE
Ghana,Min. of Food & Agriculture,Akoto Osei AFRIYIE
Ghana,Min. of Foreign Affairs & Regional Integration,Shirley Ayorkor BOTCHWEY
Ghana,"Min. of Gender, Children, & Social Protection",Otiko Afisa DJABA
Ghana,Min. of Health,Kwaku AGYEMAN-MANU
Ghana,Min. of Information & Media Relations,Mustapha ABDUL-HAMID
Ghana,Min. of Inner City & Zongo Development,Boniface Abubakari SADDIQUE
Ghana,Min. of Interior,Ambrose DERY
Ghana,Min. of Justice & Attorney Gen.,Gloria AKUFFO
Ghana,Min. of Lands & Natural Resources,John Peter AMEWU
Ghana,Min. of Local Govt. & Rural Development,Hajia Alima MAHAMA
Ghana,Min. of Monitoring & Evaluation,Anthony AKOTO OSEI
Ghana,Min. of National Security,Albert KAN DAPAAH
Ghana,Min. of Parliamentary Affairs & Majority Leader,Osei Kyei-MENSA-BONSU
Ghana,Min. of Railways Development,Joe GHARTEY
Ghana,Min. of Regional Reorganization & Development,Dan BOTWE
Ghana,Min. of Roads & Highways,Kwesi Amoako ATTA
Ghana,Min. of Sanitation & Water Resources,Joseph Kofi ADDA
